THUMB,INDEX,MIDDLE,G1,G2,G3,LABEL
643,796,784,2556,3044,-17468,17
641,813,786,14428,-8212,1860,20
640,781,738,15300,-2740,6012,9
640,782,738,15516,-908,6996,9
659,766,729,13952,-4404,6768,24
640,805,778,15504,-3992,4092,20
641,720,710,16236,-2884,3752,21
642,786,775,14428,-6672,4172,23
642,816,789,12780,-10192,-224,20
659,748,713,4812,-1808,15364,12
668,868,808,14752,1816,7084,11
643,779,773,10752,10412,7068,22
660,765,743,3780,10764,11392,25
641,705,701,14920,-5516,4860,21
660,750,732,15720,-4968,2780,25
640,785,741,15640,-4176,5688,9
662,815,785,15960,-2000,4324,15
648,781,745,14956,-3180,6556,4
654,807,774,15632,-880,5316,26
643,756,765,6016,6664,-14960,18
658,748,712,15344,-5936,3588,12
661,748,719,13672,-8672,4304,25
649,793,783,14120,-32,8372,22
660,748,718,14876,-7308,2600,25
639,825,774,-1884,-14744,5204,6
664,814,785,15056,1620,6216,15
659,764,746,9944,7428,10324,25
641,812,786,14684,-4576,6312,20
663,818,776,15360,-3904,1532,14
641,785,770,15032,-4976,5956,23
662,817,789,16556,-1568,2580,15
640,782,738,15480,572,7172,9
644,838,782,13656,-2536,8580,3
662,748,713,16036,-1100,5048,12
639,753,719,13344,-4796,7752,10
658,768,751,13576,-7632,5220,24
651,806,773,15740,288,6308,26
642,777,775,2712,14544,6856,22
643,756,769,3412,4764,-16840,18
664,815,785,13420,-820,9468,15
647,782,739,14696,-288,7692,4
655,778,748,9600,-7224,10772,16
653,808,773,14844,2184,6508,26
640,747,715,7368,-2828,14192,10
665,772,747,14944,-4636,5612,7
647,781,742,12808,-6180,8676,4
655,722,688,14592,-4328,6536,5
667,859,834,15964,-916,5496,8
653,818,786,15476,3228,4816,26
665,772,746,15900,-316,4496,7
658,774,742,14608,-5620,5140,16
656,780,748,10544,-6220,9904,16
662,817,790,15100,304,5800,15
644,779,827,15756,256,7288,9
654,818,785,13372,-1380,8396,26
667,861,830,12660,-4664,8980,8
657,744,710,7668,-580,14320,12
640,811,783,12368,-11232,-576,20
661,737,700,11596,5832,9708,1
638,752,718,13420,-7448,6376,10
641,705,701,14840,-5388,4960,21
640,807,763,14972,-6488,3496,20
656,775,739,8388,-7768,10892,16
642,797,784,4740,312,-17836,17
667,864,820,15720,452,6152,8
663,733,701,12624,-704,10228,1
640,783,767,13012,-3256,9032,23
641,810,789,10128,-8552,9928,20
640,782,739,16104,-4264,2472,9
642,786,772,15720,-2080,5408,23
642,720,712,14412,1372,7964,21
651,807,776,15884,4040,3268,26
639,749,714,15520,-2944,5812,10
642,779,774,6788,14756,2780,22
662,738,704,14924,-5832,4156,1
640,747,715,12956,-892,10008,10
659,766,730,13776,-4540,7696,24
662,817,789,16672,-60,3280,15
641,718,707,14548,-192,6808,21
660,765,729,15108,-372,7036,24
653,781,746,12548,1948,10636,4
642,815,789,15508,-3848,4700,20
649,781,744,12320,1220,10724,4
638,852,792,164,5080,14668,13
639,753,715,15100,-3344,6600,10
660,765,729,15436,-1424,5764,24
654,721,678,4148,13532,7624,5
652,805,773,15560,-880,5876,26
644,755,768,4172,3472,-17176,18
658,771,755,7296,-13276,7040,24
661,820,776,7420,-14804,3988,14
661,815,773,10800,-2876,11676,14
666,866,815,15588,-864,4740,8
666,859,826,13488,-8324,4740,8
661,750,733,15724,-3136,4620,25
660,810,755,5472,10512,10200,14
639,838,782,-660,-15624,4316,6
662,803,763,7264,-13120,6772,14
667,863,813,17412,-2904,4140,8
662,816,790,17112,1088,244,15
641,784,742,15200,-560,7368,9
667,862,826,12440,-4648,9156,8
640,748,715,15392,-4912,4032,10
639,827,773,-1412,-13600,8332,6
661,748,718,14084,-7788,4624,25
640,720,711,16696,1124,3264,21
640,783,739,14816,2384,6948,9
667,733,701,15584,-2152,5368,1
661,748,718,14388,-6356,4504,25
664,772,745,11252,-9616,7216,7
656,741,705,13440,-2532,8544,12
647,785,752,14248,-3812,7992,4
638,847,792,14692,-6116,4480,13
657,745,709,12580,-1872,11172,12
656,780,749,8864,-7616,11168,16
657,795,750,-1724,12664,-11692,2
642,720,709,15940,-3244,4252,21
