THUMB,INDEX,MIDDLE,G1,G2,G3,LABEL
848,918,917,16036,73,-6460,2
855,845,916,17168,1453,-363,6
868,917,918,7256,-12903,-5780,8
865,916,917,15381,4760,-2781,2
861,916,917,17628,1228,-200,2
893,860,863,15448,4797,-6716,3
896,863,860,15348,4665,-9019,3
821,835,914,16261,-705,-1927,6
921,812,831,16771,3160,-5815,1
876,856,859,14188,792,-10276,3
867,841,848,15688,2959,-6832,3
869,917,918,7665,-13067,-6055,8
854,911,912,15917,3493,-6345,2
852,919,904,16839,701,-6645,2
920,811,829,16393,3143,-4407,1
822,821,855,10183,9569,-6928,5
849,916,918,16036,71,-6461,2
903,897,854,16365,-1473,-5631,6
867,918,916,7663,-13069,-6057,8
866,883,847,16987,-603,-5420,6
920,916,866,16864,-723,-4900,7
878,917,857,16811,28,-4972,4
856,918,903,16499,2161,-7617,2
877,917,861,17496,1532,-5309,4
823,823,854,10185,9567,-6927,5
861,918,918,17256,1837,-2065,2
867,918,918,15379,4759,-2780,2
879,820,917,18152,752,-2852,6
866,883,847,16987,-604,-5421,6
865,838,848,15165,2757,-6325,3
853,912,914,15917,3492,-6344,2
876,917,866,15600,2763,-5988,4
922,811,831,16393,3145,-4408,1
868,919,916,7411,-12148,-6035,8
877,860,858,15212,2256,-6768,3
903,878,898,19223,535,-4553,5
869,918,918,7257,-12905,-5781,8
867,833,857,16803,1789,-4005,5
903,896,855,16365,-1472,-5632,6
874,915,856,15659,6337,-3880,4
837,815,854,15696,2471,-7217,5
921,809,827,16051,3679,-4476,1
842,820,853,16445,-1124,-5981,5
918,914,863,17069,-1417,-5321,7
838,816,854,15697,2472,-7216,5
867,918,918,6943,-13204,-6633,8
921,811,828,15976,3197,-4377,1
888,916,879,16104,4017,-6075,4
854,917,904,16840,700,-6643,2
862,916,918,17257,1835,-2064,2
871,918,855,15723,4296,-5337,4
876,917,857,16811,28,-4973,4
830,822,854,15852,1684,-6469,5
887,875,875,14631,2205,-3547,3
922,812,829,16748,3100,-5492,1
842,819,854,16443,-1124,-5981,5
922,810,827,16112,3596,-4760,1
869,917,917,7664,-13068,-6057,8
866,918,917,6943,-13205,-6631,8
855,844,917,17168,1452,-364,6
865,916,918,15380,4761,-2781,2
829,834,916,15928,745,-1843,6
856,916,919,12851,7021,-10595,2
853,912,913,15916,3492,-6344,2
868,919,917,7693,-13287,-6344,8
870,918,918,8701,-13147,-6384,8
830,821,853,16692,883,-5004,5
857,917,904,16500,2160,-7616,2
864,919,917,6641,-13321,-7151,8
920,807,829,16052,3679,-4477,1
886,917,871,17375,3337,-4273,4
888,916,880,16103,4016,-6077,4
886,915,870,17377,3336,-4272,4
874,850,861,12065,-6821,-4255,3
851,915,918,15133,2391,-5243,2
918,915,867,17167,-1103,-5731,7
866,883,848,16988,-603,-5421,6
853,912,912,15915,3492,-6344,2
854,917,916,16040,-1793,-3745,2
826,821,852,10964,4051,-12739,5
866,917,916,6640,-13321,-7152,8
846,918,904,18072,683,-5724,2
885,916,868,15024,5009,-7780,4
884,885,910,17223,237,-2533,6
905,917,886,14927,-979,-6133,8
869,919,918,8132,-13601,-6393,8
878,821,917,18152,752,-2852,6
921,808,828,16053,3681,-4475,1
861,918,917,17255,1836,-2065,2
903,879,899,19223,535,-4551,5
920,915,865,17169,-1105,-5731,7
864,838,847,15164,2757,-6325,3
870,919,916,8143,-11892,-6243,8
920,809,829,16344,3292,-4981,1
870,917,856,16188,3268,-6127,4
909,875,869,15387,1337,-5021,3
882,806,916,17140,363,-3525,6
890,862,862,15831,7396,-427,3
908,909,857,16392,373,-2585,6
890,900,888,17789,532,-5013,2
841,820,854,16443,-1125,-5980,5
824,821,854,10183,9569,-6928,5
861,918,918,17629,1228,-199,2
890,915,880,16104,4017,-6077,4
829,820,854,15851,1685,-6467,5
842,916,901,15611,1572,-4460,2
863,918,917,16452,3179,-1304,2
852,910,913,15915,3493,-6344,2
866,842,849,15689,2961,-6832,3
827,836,914,15927,745,-1844,6
919,915,865,16521,-1231,-5380,7
865,839,847,15164,2756,-6324,3
866,917,917,8024,-13825,-6995,8
868,919,916,8509,-13691,-5787,8
843,838,914,18357,-467,-4059,6
885,917,872,17377,3336,-4271,4
865,838,846,15163,2757,-6324,3
857,916,919,12852,7020,-10597,2
856,916,917,12851,7021,-10595,2
879,916,864,14864,3252,-7256,4
867,813,851,15901,3025,-5717,5
879,915,864,14864,3252,-7257,4
921,914,866,16584,-1251,-4956,7
870,917,917,8699,-13147,-6383,8
858,916,919,12852,7020,-10597,2
862,917,919,16453,3179,-1303,2
870,917,917,8131,-13601,-6392,8
886,916,870,17375,3337,-4272,4
869,918,918,7664,-13069,-6057,8
839,835,915,18297,-187,-3272,6
851,824,915,18284,-311,-4667,6
866,840,848,15687,2961,-6832,3
919,916,867,16865,-723,-4900,7
904,862,913,17380,788,-3680,6
903,910,862,18184,2424,-2968,4
883,887,908,17223,235,-2532,6
839,837,916,16917,473,-1509,6
834,837,916,18220,-976,-1624,6
890,899,888,17788,533,-5012,2
862,918,919,17939,1817,308,2
828,836,916,15928,745,-1845,6
844,838,915,18357,-468,-4059,6
875,915,865,15601,2763,-5987,4
867,918,918,7255,-12905,-5781,8
874,851,860,12064,-6821,-4257,3
921,813,830,16772,3159,-5816,1
830,817,854,15809,2465,-6132,5
869,919,916,7693,-13289,-6345,8
842,821,854,16445,-1123,-5979,5
919,914,864,16479,-725,-4880,7
907,910,856,16392,373,-2585,6
874,915,866,15599,2765,-5987,4
888,916,879,16104,4017,-6075,4
879,861,860,15212,2257,-6769,3
881,838,915,16601,491,-1961,6
824,822,853,10963,4053,-12739,5
896,862,862,15349,4663,-9021,3
905,915,886,14929,-981,-6133,8
864,919,916,6641,-13319,-7152,8
866,839,849,16499,3008,-6128,3
867,812,851,15901,3023,-5715,5
907,911,855,16393,371,-2583,6
918,914,861,17401,-1643,-5743,7
890,916,869,16120,1179,-5164,4
856,844,917,17169,1453,-363,6
904,861,915,17379,788,-3680,6
882,807,915,17140,364,-3525,6
848,918,919,16037,71,-6459,2
868,918,917,7900,-13705,-6813,8
829,820,853,16693,884,-5005,5
899,864,861,17309,1973,-5977,3
866,917,916,6944,-13203,-6633,8
920,916,863,16519,-1233,-5379,7
869,844,853,16313,2620,-5532,3
870,917,917,7413,-12148,-6037,8
872,852,861,15017,-5127,-7940,3
888,900,886,17789,532,-5011,2
870,919,918,8131,-13599,-6393,8
887,875,877,14632,2203,-3547,3
866,841,848,16501,3009,-6129,3
861,918,917,9336,-16049,-8560,8
851,821,856,14628,2176,-4036,5
921,809,829,16297,3047,-6221,1
898,823,877,15673,1197,-4360,5
844,837,914,17453,641,-3219,6
866,882,849,16987,-603,-5421,6
872,917,853,15725,4296,-5335,4
877,915,859,16812,27,-4973,4
869,847,857,16227,3613,-5693,3
861,916,919,16452,3179,-1305,2
831,834,916,17785,-893,-3467,6
894,864,862,15349,4664,-9019,3
920,808,828,16112,3596,-4761,1
822,823,855,10185,9569,-6927,5
846,916,904,18071,684,-5725,2
831,819,854,15807,2463,-6132,5
888,899,888,17787,531,-5012,2
861,835,839,16641,3893,-7352,3
869,834,857,16805,1787,-4003,5
848,917,903,18072,685,-5723,2
869,844,850,16153,2643,-5991,3
921,811,830,16345,3292,-4980,1
920,811,829,16771,3160,-5816,1
868,846,859,16227,3611,-5693,3
869,841,850,16417,2720,-6535,3
859,917,918,15753,457,-7181,2
868,844,852,16151,2645,-5992,3
872,851,860,15015,-5129,-7941,3
863,835,841,16639,3892,-7351,3
839,836,914,18295,-187,-3271,6
870,916,855,16188,3267,-6129,4
891,859,863,15449,4795,-6716,3
841,836,914,16915,472,-1509,6
902,910,863,18184,2425,-2969,4
920,916,867,16864,-723,-4899,7
858,916,920,16892,315,-7569,2
917,913,862,16131,-1289,-5583,7
920,914,864,16585,-1252,-4957,7
908,909,856,16393,373,-2584,6
922,808,826,16111,3597,-4760,1
860,916,919,17627,1229,-199,2
827,836,916,15928,745,-1845,6
852,824,916,18284,-311,-4668,6
862,917,919,16236,2292,-964,2
920,811,831,16125,3365,-4136,1
862,835,840,16639,3891,-7352,3
878,917,861,17496,1531,-5308,4
878,795,841,16232,2703,-5796,5
889,899,886,17787,531,-5013,2
867,917,917,6943,-13203,-6632,8
856,845,915,17169,1451,-364,6
861,917,919,17939,1816,307,2
900,863,862,17308,1971,-5976,3
835,821,848,16211,4821,-4853,5
903,860,914,17379,789,-3681,6
868,918,917,7899,-13703,-6812,8
876,856,860,14188,793,-10275,3
896,864,862,15347,4663,-9020,3
920,916,866,17168,-1103,-5733,7
857,917,904,16499,2161,-7616,2
855,843,915,17169,1451,-365,6
920,914,863,16520,-1232,-5380,7
871,919,916,8700,-13149,-6384,8
922,811,828,16344,3293,-4980,1
869,919,916,7664,-13069,-6057,8
866,838,846,15163,2755,-6323,3
843,915,908,15399,-2656,-6425,8
903,898,855,16365,-1471,-5632,6
877,800,846,16476,2400,-6481,5
876,857,861,14189,793,-10277,3
920,915,866,16583,-1253,-4955,7
869,848,858,16227,3611,-5693,3
887,876,877,14633,2204,-3548,3
835,819,856,15136,1997,-6293,5
835,818,850,16663,3735,-2559,5
908,909,857,16392,371,-2585,6
856,917,919,16893,315,-7569,2
869,918,917,8699,-13147,-6384,8
883,917,870,15025,5008,-7779,4
864,840,846,15164,2756,-6325,3
878,860,860,15212,2255,-6767,3
907,909,856,16391,371,-2585,6
856,917,920,16891,315,-7569,2
839,814,853,15695,2473,-7215,5
919,914,863,16521,-1233,-5379,7
873,916,855,15660,6335,-3879,4
850,820,855,14629,2176,-4036,5
866,917,917,6641,-13319,-7153,8
903,879,897,19224,535,-4553,5
865,842,849,15688,2961,-6832,3
917,913,862,16133,-1288,-5584,7
828,834,915,15929,744,-1843,6
920,915,863,16479,-723,-4881,7
918,915,863,16520,-1233,-5381,7
856,845,917,17167,1452,-364,6
920,913,863,16788,-1164,-5216,7
866,918,916,6639,-13321,-7152,8
868,845,852,16153,2644,-5992,3
830,821,856,15853,1683,-6469,5
862,917,918,17941,1817,309,2
882,886,909,17225,236,-2532,6
886,917,871,17375,3337,-4271,4
853,824,916,18285,-313,-4667,6
849,918,919,16037,71,-6459,2
922,812,831,16391,3144,-4407,1
830,822,854,15852,1685,-6467,5
869,918,916,8131,-13600,-6393,8
856,844,915,17167,1451,-364,6
836,820,849,16649,3724,-3463,5
917,914,862,16133,-1287,-5584,7
822,821,854,10185,9569,-6928,5
919,913,861,17399,-1643,-5744,7
922,808,826,16111,3596,-4761,1
853,914,917,15131,2393,-5245,2
852,918,904,16839,699,-6644,2
835,820,854,15137,1996,-6293,5
869,917,917,7412,-12149,-6036,8
893,858,862,15447,4796,-6717,3
856,916,920,16891,317,-7567,2
869,917,918,7413,-12148,-6036,8
871,918,853,15725,4296,-5337,4
894,864,862,15348,4664,-9019,3
902,911,862,18183,2423,-2968,4
837,815,854,15696,2473,-7216,5
865,812,852,15900,3024,-5715,5
890,861,862,15831,7395,-428,3
921,914,866,16585,-1252,-4957,7
921,808,827,16296,3048,-6219,1
847,916,903,18072,684,-5724,2
837,837,914,18296,-188,-3273,6
920,811,829,16124,3365,-4137,1
882,805,917,17989,119,-2227,6
868,918,918,7691,-13289,-6344,8
857,917,919,16893,315,-7567,2
921,810,828,16297,3047,-6220,1
868,845,852,16152,2645,-5991,3
889,861,860,15833,7396,-429,3
834,821,848,16213,4821,-4853,5
860,918,918,15751,456,-7181,2
839,836,914,16916,472,-1508,6
868,919,916,7691,-13289,-6343,8
918,915,861,17400,-1644,-5744,7
922,812,828,16748,3099,-5491,1
869,919,918,8132,-13599,-6393,8
881,805,917,17139,365,-3525,6
870,919,916,8133,-13601,-6392,8
821,834,915,16259,-703,-1928,6
830,819,854,15809,2463,-6133,5
855,843,915,17169,1453,-364,6
867,840,849,15688,2959,-6831,3
864,918,917,17199,1293,-3549,2
867,918,917,8023,-13824,-6997,8
876,916,860,17497,1532,-5307,4
867,843,851,15660,3084,-6307,3
902,878,898,19225,536,-4553,5
847,916,903,18072,684,-5723,2
838,816,852,15696,2473,-7216,5
856,917,903,16499,2159,-7615,2
839,816,854,15695,2472,-7215,5
835,820,850,16649,3725,-3464,5
875,915,865,15599,2763,-5987,4
918,913,863,17067,-1417,-5321,7
895,862,861,15349,4663,-9021,3
842,837,915,17451,641,-3219,6
867,918,917,6944,-13204,-6632,8
866,844,850,15661,3084,-6308,3
871,917,918,8700,-13147,-6385,8
876,917,866,15600,2765,-5988,4
835,821,850,16212,4821,-4852,5
892,859,861,15448,4797,-6716,3
852,826,916,18284,-311,-4668,6
852,917,903,16839,700,-6645,2
858,917,920,15751,455,-7179,2
920,916,866,16865,-723,-4901,7
881,837,917,16600,493,-1961,6
920,810,827,16111,3596,-4760,1
882,807,917,17140,363,-3524,6
852,822,854,14627,2176,-4035,5
920,810,829,16345,3293,-4981,1
921,809,827,16112,3596,-4760,1
886,917,871,17377,3335,-4272,4
920,916,866,16976,-864,-5907,7
861,918,917,17627,1227,-200,2
884,886,909,17224,237,-2532,6
850,822,856,14628,2177,-4036,5
918,915,866,16976,-863,-5909,7
849,916,917,16035,73,-6460,2
868,917,916,7901,-13705,-6812,8
876,795,843,16232,2705,-5797,5
909,875,871,15389,1336,-5020,3
856,844,916,17168,1453,-364,6
836,821,848,16648,3724,-3464,5
868,846,850,16151,2643,-5993,3
829,820,854,15853,1683,-6469,5
905,916,887,14929,-979,-6131,8
921,808,829,16295,3047,-6220,1
863,916,917,17201,1291,-3549,2
838,836,915,18296,-188,-3272,6
837,815,853,15697,2472,-7215,5
834,818,848,16664,3737,-2560,5
875,917,855,15660,6337,-3880,4
869,919,916,7665,-13068,-6056,8
918,914,865,17169,-1103,-5731,7
889,915,881,16103,4017,-6076,4
922,812,831,16125,3364,-4135,1
888,915,879,16103,4017,-6075,4
877,917,859,16813,29,-4971,4
834,835,916,18219,-976,-1624,6
853,918,904,16839,699,-6645,2
869,917,916,8700,-13148,-6385,8
921,813,830,16391,3144,-4408,1
879,837,917,16599,493,-1959,6
867,841,848,16415,2721,-6536,3
829,822,854,15852,1683,-6468,5
920,916,866,16585,-1252,-4956,7
825,820,852,10965,4053,-12740,5
836,820,850,16649,3724,-3463,5
876,916,859,16813,29,-4971,4
868,844,852,16152,2643,-5992,3
878,861,859,15212,2256,-6767,3
903,911,862,18185,2423,-2967,4
921,812,831,16772,3160,-5816,1
879,916,865,14863,3252,-7256,4
870,917,918,8700,-13148,-6384,8
868,917,917,8133,-13600,-6392,8
824,821,851,10963,4052,-12739,5
861,833,839,16641,3892,-7351,3
839,837,915,18295,-188,-3271,6
920,916,866,16976,-864,-5907,7
830,818,854,15807,2464,-6131,5
871,918,855,15725,4296,-5336,4
863,918,919,17200,1292,-3547,2
886,917,871,17377,3337,-4272,4
857,919,905,16501,2161,-7616,2
868,843,850,16417,2719,-6535,3
882,803,916,17988,120,-2227,6
906,917,886,14928,-981,-6132,8
870,917,854,15724,4295,-5335,4
874,853,860,15015,-5127,-7940,3
866,814,851,15900,3024,-5717,5
896,864,860,15349,4665,-9020,3
835,820,850,16647,3725,-3464,5
904,917,886,14927,-979,-6132,8
872,917,854,16187,3267,-6129,4
869,834,858,16803,1789,-4005,5
842,917,901,15611,1573,-4460,2
902,896,855,16363,-1472,-5632,6
836,821,849,16647,3724,-3465,5
865,841,848,15687,2960,-6831,3
920,914,867,17169,-1105,-5733,7
874,850,862,12064,-6820,-4255,3
863,835,839,16640,3892,-7351,3
867,918,919,15379,4760,-2780,2
835,821,850,16212,4821,-4851,5
830,821,855,16692,885,-5004,5
870,917,917,8145,-11892,-6245,8
874,852,861,15015,-5128,-7940,3
863,833,841,16641,3891,-7351,3
865,839,849,16499,3009,-6128,3
894,863,862,15348,4665,-9019,3
897,823,876,15672,1196,-4360,5
920,811,831,16123,3365,-4137,1
854,919,904,16840,699,-6645,2
869,846,859,16229,3611,-5693,3
883,915,868,15025,5007,-7779,4
879,915,865,14863,3251,-7256,4
920,914,865,16520,-1231,-5381,7
872,916,855,15724,4296,-5337,4
884,887,908,17223,235,-2531,6
868,843,853,16311,2620,-5532,3
878,917,859,16811,27,-4971,4
920,915,864,16481,-723,-4881,7
871,919,918,8143,-11891,-6243,8
888,877,876,14632,2205,-3547,3
839,836,914,16916,473,-1507,6
922,810,831,16123,3364,-4137,1
891,917,869,16120,1181,-5164,4
873,851,861,12065,-6820,-4255,3
842,837,916,17453,640,-3221,6
842,839,916,17451,639,-3220,6
922,810,830,16124,3365,-4137,1
867,918,917,8023,-13823,-6997,8
872,849,860,12063,-6821,-4257,3
920,916,865,17169,-1104,-5733,7
870,916,856,16189,3269,-6128,4
883,886,910,17223,236,-2531,6
890,900,887,17787,533,-5013,2
909,911,857,16393,371,-2584,6
885,916,871,17376,3335,-4273,4
843,838,916,17452,640,-3221,6
863,918,919,17939,1816,309,2
866,919,916,8025,-13823,-6996,8
834,818,850,16663,3736,-2559,5
842,918,899,15613,1573,-4461,2
872,917,853,15724,4297,-5335,4
839,837,915,18295,-187,-3271,6
863,917,917,16235,2293,-965,2
835,819,854,15135,1995,-6291,5
835,819,856,15135,1997,-6292,5
862,917,917,16451,3181,-1303,2
876,916,860,17497,1533,-5307,4
920,914,866,16976,-863,-5908,7
852,912,912,15915,3493,-6345,2
866,919,917,6640,-13319,-7152,8
919,914,861,17399,-1643,-5743,7
841,916,907,15399,-2656,-6425,8
860,919,915,9335,-16047,-8560,8
922,809,827,16053,3681,-4477,1
843,914,906,15401,-2656,-6425,8
825,822,853,10963,4052,-12740,5
840,819,853,16444,-1125,-5980,5
878,915,864,14865,3252,-7256,4
871,918,853,15723,4295,-5335,4
867,918,917,15380,4761,-2780,2
885,916,870,15025,5008,-7779,4
863,917,918,17201,1293,-3548,2
919,915,865,17168,-1105,-5731,7
873,850,860,12065,-6821,-4256,3
867,917,919,15380,4761,-2780,2
835,819,848,16211,4820,-4851,5
828,834,916,15927,743,-1845,6
921,811,829,16123,3364,-4136,1
877,795,843,16233,2703,-5795,5
866,919,918,6641,-13320,-7153,8
848,917,919,16036,73,-6459,2
872,851,862,12063,-6820,-4255,3
888,900,887,17787,532,-5012,2
834,818,849,16665,3735,-2560,5
834,820,849,16664,3737,-2560,5
867,917,918,6944,-13205,-6631,8
922,810,828,16747,3100,-5493,1
830,819,853,15807,2465,-6133,5
824,821,851,10965,4052,-12739,5
875,916,867,15599,2763,-5989,4
865,919,917,8024,-13825,-6996,8
920,810,827,16111,3596,-4761,1
921,809,830,15975,3196,-4375,1
921,811,828,15975,3195,-4376,1
835,819,856,15136,1995,-6292,5
849,917,918,16035,72,-6461,2
919,914,863,17401,-1645,-5745,7
906,915,886,14927,-979,-6131,8
919,914,862,17068,-1417,-5320,7
867,919,916,8024,-13825,-6997,8
846,918,904,18073,683,-5724,2
843,917,901,15611,1572,-4459,2
882,886,910,17224,237,-2531,6
844,837,914,17451,640,-3219,6
869,919,917,8700,-13147,-6385,8
900,864,862,17308,1973,-5977,3
886,915,871,17376,3337,-4272,4
902,910,863,18183,2423,-2967,4
867,813,852,15899,3024,-5717,5
834,818,856,15135,1995,-6291,5
867,844,852,16313,2619,-5531,3
874,915,865,15601,2763,-5989,4
876,915,858,18076,-2165,-5751,4
903,911,863,18184,2423,-2969,4
918,915,861,17069,-1417,-5320,7
921,813,829,16391,3145,-4409,1
920,916,867,17168,-1103,-5733,7
918,915,862,17399,-1644,-5744,7
918,915,864,16519,-1233,-5380,7
918,915,866,16865,-723,-4900,7
870,918,918,8143,-11892,-6244,8
909,874,869,15389,1335,-5021,3
920,809,829,16053,3680,-4475,1
869,846,859,16229,3613,-5691,3
920,811,829,16771,3161,-5816,1
869,917,916,7665,-13067,-6056,8
862,918,919,17256,1837,-2063,2
869,918,918,7693,-13289,-6344,8
890,899,888,17787,533,-5011,2
921,812,829,16392,3144,-4407,1
866,840,847,15165,2756,-6323,3
891,859,862,15449,4797,-6716,3
869,919,916,8144,-11892,-6245,8
866,839,848,15165,2755,-6323,3
861,916,919,17939,1816,309,2
887,875,875,14631,2205,-3547,3
869,917,918,7664,-13069,-6057,8
862,916,919,18609,1768,-1005,2
841,916,907,15400,-2656,-6425,8
922,808,827,16111,3597,-4761,1
866,845,850,15659,3083,-6309,3
863,834,839,16640,3893,-7353,3
899,863,860,17307,1972,-5976,3
884,915,868,15023,5008,-7781,4
841,915,906,15401,-2656,-6424,8
868,919,916,7664,-13068,-6056,8
843,838,915,17452,640,-3220,6
875,917,858,18077,-2165,-5753,4
836,836,914,18221,-977,-1624,6
835,818,850,16664,3735,-2559,5
840,820,855,16443,-1123,-5981,5
908,910,857,16391,373,-2584,6
922,807,827,16051,3680,-4475,1
861,918,918,17255,1835,-2064,2
876,917,860,17496,1532,-5308,4
873,849,862,12064,-6819,-4256,3
862,917,917,17939,1816,309,2
834,820,850,16211,4821,-4853,5
859,918,917,9336,-16049,-8559,8
887,875,876,14632,2203,-3549,3
921,812,829,16124,3365,-4135,1
889,900,887,17788,531,-5011,2
908,909,857,16393,372,-2583,6
918,914,863,17067,-1417,-5321,7
835,819,856,15135,1996,-6291,5
841,820,854,16443,-1125,-5980,5
922,812,829,16391,3145,-4408,1
873,851,860,12065,-6819,-4255,3
839,838,916,16916,472,-1507,6
822,821,853,10183,9569,-6927,5
841,836,914,16915,471,-1508,6
920,811,830,16124,3365,-4135,1
877,916,860,17495,1531,-5309,4
896,862,861,15349,4663,-9020,3
852,919,902,16841,700,-6645,2
835,819,849,16212,4820,-4852,5
897,824,875,15672,1195,-4360,5
860,916,920,15752,455,-7180,2
862,917,917,17256,1835,-2063,2
871,917,917,8699,-13149,-6384,8
904,912,863,18183,2423,-2968,4
834,836,914,18219,-975,-1624,6
860,917,919,17629,1228,-199,2
866,840,848,16499,3007,-6128,3
876,917,857,18076,-2164,-5753,4
922,811,830,16123,3364,-4135,1
879,861,858,15213,2255,-6769,3
877,821,918,18152,751,-2853,6
922,808,828,16296,3047,-6220,1
837,816,852,15697,2471,-7217,5
834,835,914,18219,-977,-1624,6
833,819,848,16664,3735,-2561,5
854,912,914,15915,3491,-6344,2
879,838,916,16600,493,-1959,6
877,795,842,16232,2703,-5797,5
865,812,851,15901,3025,-5717,5
886,876,876,14633,2205,-3549,3
866,838,847,15164,2756,-6324,3
865,840,848,16499,3008,-6128,3
878,858,860,14189,792,-10276,3
852,821,856,14629,2176,-4037,5
868,917,917,7257,-12903,-5780,8
859,919,917,9335,-16047,-8559,8
920,809,826,16112,3595,-4759,1
876,917,858,16813,27,-4972,4
919,912,864,16131,-1287,-5583,7
882,803,918,17987,121,-2228,6
885,915,872,17377,3335,-4271,4
880,806,916,17139,365,-3523,6
861,917,918,17255,1837,-2063,2
866,840,848,15164,2756,-6325,3
837,835,915,18296,-189,-3271,6
920,810,829,16124,3364,-4136,1
920,812,831,16123,3364,-4136,1
863,835,840,16641,3891,-7352,3
846,917,903,18072,683,-5725,2
879,863,859,16220,2243,-3632,3
903,860,913,17381,787,-3681,6
920,811,829,15976,3195,-4376,1
868,917,918,7664,-13068,-6056,8
880,862,860,16220,2244,-3632,3
870,919,916,8145,-11891,-6245,8
881,806,916,17140,364,-3524,6
869,847,857,16229,3611,-5693,3
920,914,867,16864,-725,-4899,7
891,858,861,15449,4795,-6716,3
850,918,919,16036,73,-6460,2
861,918,918,16452,3179,-1305,2
821,833,914,16260,-703,-1927,6
921,811,830,15976,3196,-4375,1
879,862,859,16220,2244,-3632,3
825,820,853,10963,4052,-12739,5
921,809,829,16053,3680,-4475,1
899,862,862,17309,1971,-5976,3
868,845,850,16152,2645,-5993,3
864,918,918,6640,-13320,-7151,8
886,916,872,17376,3336,-4271,4
878,860,858,15211,2256,-6768,3
870,918,918,8131,-13599,-6393,8
879,863,860,16220,2243,-3631,3
867,840,848,15689,2961,-6833,3
867,917,918,15381,4761,-2781,2
834,836,914,18221,-975,-1623,6
836,821,850,16649,3724,-3464,5
874,849,860,12065,-6820,-4256,3
834,820,849,16648,3724,-3465,5
869,919,917,7664,-13069,-6056,8
835,818,856,15136,1997,-6291,5
842,917,901,15612,1573,-4461,2
922,810,830,16344,3292,-4981,1
890,862,860,15833,7397,-427,3
872,916,855,15724,4295,-5335,4
907,876,869,15388,1336,-5020,3
831,834,916,17785,-891,-3469,6
890,899,886,17789,533,-5011,2
890,898,887,17787,531,-5012,2
922,810,827,16296,3047,-6220,1
879,916,863,14865,3251,-7256,4
922,812,829,16123,3365,-4136,1
836,819,850,16213,4819,-4852,5
862,918,918,18607,1768,-1005,2
826,821,852,10965,4051,-12740,5
867,845,853,16313,2621,-5531,3
878,916,857,16811,29,-4972,4
869,918,918,7257,-12904,-5779,8
831,836,916,17785,-891,-3469,6
921,810,830,16343,3291,-4979,1
890,915,870,16119,1180,-5163,4
867,919,918,6945,-13205,-6631,8
876,916,867,15600,2763,-5987,4
886,916,871,17375,3335,-4272,4
840,836,915,16915,472,-1507,6
874,851,861,15017,-5128,-7940,3
858,917,920,16891,315,-7568,2
871,917,916,8144,-11893,-6245,8
868,833,857,16803,1788,-4004,5
920,810,829,16124,3363,-4135,1
918,914,863,16787,-1163,-5217,7
856,843,916,17168,1453,-364,6
866,918,918,7901,-13705,-6813,8
840,820,853,16445,-1125,-5979,5
919,913,862,16789,-1163,-5215,7
870,918,854,15724,4296,-5336,4
903,860,913,17379,789,-3680,6
865,839,846,15165,2756,-6325,3
868,842,850,16416,2721,-6537,3
863,916,918,16451,3180,-1303,2
868,919,916,7664,-13067,-6055,8
889,917,881,16103,4017,-6076,4
865,883,847,16987,-604,-5421,6
852,910,913,15917,3493,-6345,2
867,812,851,15899,3025,-5716,5
870,917,854,16189,3269,-6127,4
886,877,877,14631,2203,-3548,3
868,843,851,15659,3084,-6307,3
871,916,855,16188,3268,-6128,4
920,915,861,17399,-1644,-5744,7
881,837,917,16599,491,-1960,6
866,917,916,7899,-13705,-6811,8
862,918,918,17199,1293,-3549,2
867,919,918,7663,-13067,-6055,8
886,876,875,14631,2204,-3549,3
900,864,862,17307,1973,-5977,3
824,822,853,10184,9567,-6927,5
846,916,902,18073,684,-5724,2
904,878,899,19223,536,-4553,5
901,862,860,17307,1972,-5977,3
918,915,866,16863,-724,-4901,7
877,861,860,15211,2257,-6769,3
862,918,918,18609,1769,-1004,2
877,916,858,18076,-2164,-5752,4
867,841,849,15688,2960,-6831,3
920,808,827,16051,3680,-4475,1
860,918,918,18609,1767,-1003,2
874,916,865,15601,2765,-5989,4
829,822,855,16691,885,-5004,5
868,917,917,8507,-13693,-5788,8
864,917,919,17200,1291,-3547,2
843,914,908,15399,-2657,-6423,8
875,916,866,15601,2765,-5987,4
918,916,865,16975,-863,-5909,7
857,845,915,17167,1453,-363,6
918,913,861,17067,-1416,-5319,7
921,809,829,16295,3047,-6221,1
919,914,866,16585,-1251,-4956,7
921,811,829,16344,3292,-4979,1
865,918,916,6639,-13320,-7152,8
872,849,861,12064,-6820,-4257,3
865,838,846,15163,2756,-6324,3
908,910,857,16393,373,-2584,6
907,909,856,16391,373,-2584,6
877,857,861,14188,793,-10276,3
829,819,855,15808,2463,-6131,5
863,917,919,16236,2291,-965,2
871,915,855,16187,3268,-6127,4
919,915,863,16788,-1165,-5215,7
868,919,918,8132,-13601,-6391,8
905,917,887,14928,-980,-6132,8
877,916,861,17495,1533,-5307,4
869,841,850,16417,2720,-6536,3
867,840,849,15687,2961,-6831,3
879,839,915,16599,493,-1959,6
842,914,908,15401,-2657,-6423,8
861,917,916,9337,-16047,-8561,8
863,917,919,17200,1292,-3547,2
904,917,888,14929,-981,-6131,8
861,918,917,17256,1837,-2064,2
874,917,865,15599,2763,-5989,4
858,917,917,12853,7021,-10596,2
887,875,875,14633,2204,-3547,3
876,796,841,16231,2703,-5796,5
