THUMB,INDEX,MIDDLE,G1,G2,G3,LABEL
865,920,858,20380,-60,8304,7
865,918,861,7692,-15488,6072,7
866,918,859,15428,-8552,4404,7
864,917,857,14168,8648,2340,7
867,918,859,8112,-15640,1436,7
867,918,860,10420,-12644,3712,7
867,918,857,16976,1840,3584,7
867,917,857,17132,1984,6132,7
870,918,859,9256,-13688,3620,7
870,917,859,14260,-5648,4540,7
872,918,856,16244,-1140,-1336,7
873,918,856,16456,-1228,-2508,7
872,918,853,15792,-3264,-2524,7
872,918,838,16336,-4880,608,7
871,917,858,16272,-3372,728,7
870,918,857,15900,6952,3632,7
870,911,859,-2156,-26224,4752,7
862,917,859,14740,268,3376,7
861,917,858,15052,10444,3828,7
865,917,860,7020,-17196,3064,7
866,918,859,12788,-4624,4932,7
863,917,857,17132,4856,5060,7
864,917,837,16440,-13360,5724,7
867,918,859,6988,-14768,3216,7
868,918,859,6524,-15676,3700,7
869,918,859,8340,-14780,3320,7
867,917,857,14552,-1800,5324,7
865,918,858,14592,7996,4608,7
865,917,837,15228,7464,4304,7
869,917,858,15996,-1444,4680,7
870,918,859,7736,-15652,2000,7
870,917,859,5144,-14992,6288,7
869,919,860,8136,-13712,5516,7
869,918,858,16592,188,5132,7
871,918,856,14632,11964,4744,7
871,918,857,15600,-820,5760,7
871,918,856,15924,-3848,2100,7
871,918,858,14216,-8368,2848,7
871,917,860,13840,-6332,11540,7
871,916,859,12948,-2336,11824,7
871,916,859,13256,-3824,11200,7
871,917,860,13284,-7456,8840,7
873,919,858,16676,-4320,3864,7
873,918,859,16792,-2336,3144,7
873,918,858,15864,4768,3980,7
873,918,860,15188,-5852,4572,7
873,917,840,14512,-5424,-2116,7
872,917,858,9240,-4304,-10084,7
873,917,859,8352,-6860,-10760,7
870,917,856,15420,-1284,4716,7
842,918,859,9740,-6828,13404,7
865,918,859,9228,-5452,14260,7
868,917,859,16912,-3888,6988,7
870,916,859,10876,-10632,-9828,7
869,917,860,14508,-4604,4584,7
866,920,862,10488,-5372,12368,7
867,918,861,11420,-4096,12336,7
867,918,864,12364,-5816,6164,7
866,917,862,15116,-7000,-440,7
868,916,861,13736,-7876,-4080,7
872,916,859,14700,-7264,-500,7
871,916,854,15484,-5932,8024,7
871,917,859,12800,-1596,14792,7
871,918,860,11604,-4056,14292,7
871,917,858,8452,-4216,15748,7
872,918,858,14832,-3636,9724,7
869,915,858,13984,-8756,2776,7
870,915,860,13300,-7792,-1980,7
871,916,859,15988,-6256,-2392,7
880,916,863,16036,-4460,5540,7
815,915,910,13724,-11820,900,7
822,917,913,14148,-10504,-2620,8
812,916,913,12284,-11104,1968,8
815,916,913,13920,-9028,-1628,8
816,916,913,14052,-8736,1236,8
817,916,916,12744,-8764,856,8
833,916,913,11764,-7976,816,8
874,916,913,14008,-10536,-32,8
879,916,912,15064,-7528,-1308,8
860,916,913,14068,-10212,1076,8
871,916,913,12144,-11212,-1232,8
867,918,912,13320,-18128,-2956,8
868,917,913,14940,-8032,368,8
869,916,913,12344,-8436,2100,8
864,918,913,5440,-15140,532,8
860,916,913,5336,-16296,140,8
858,915,912,5728,-15684,-368,8
859,915,912,6432,-14800,-220,8
859,914,881,3088,-15452,1476,8
859,915,913,1416,-17292,616,8
830,915,913,3540,-16888,-1248,8
859,915,912,4616,-16428,-128,8
859,915,913,3728,-16368,632,8
858,916,913,5148,-15852,660,8
858,915,912,4132,-15272,616,8
858,916,913,4076,-15448,512,8
858,915,912,8828,-9492,2576,8
859,915,878,4648,-13112,2764,8
860,916,913,5156,-15484,1780,8
860,915,913,4496,-16116,1868,8
860,915,913,2896,-15736,1252,8
860,916,913,3684,-16052,3140,8
860,916,914,3280,-15484,340,8
860,917,912,4316,-17092,-196,8
859,916,912,4856,-14488,-1148,8
859,915,913,2560,-16852,396,8
859,916,912,6984,-14928,356,8
859,915,904,6380,-15420,2124,8
860,920,914,5992,-15664,1276,8
862,915,912,5096,-17100,344,8
861,917,912,4716,-16024,220,8
858,915,913,4540,-15140,1424,8
856,916,913,2024,-16608,5908,8
855,916,913,2776,-17764,3264,8
853,878,912,2992,-15604,6260,8
853,916,912,3436,-15952,6164,8
854,916,912,3928,-15580,5128,8
855,916,912,6192,-13996,1692,8
855,916,911,5280,-13896,1320,8
855,915,911,5760,-15848,3372,8
855,915,911,6104,-15536,3804,8
855,915,911,5292,-15704,3036,8
855,915,911,5912,-15384,3788,8
854,916,912,5824,-15716,3316,8
855,915,911,6152,-15556,3284,8
854,916,912,5212,-15952,1968,8
855,916,912,4748,-16272,1212,8
855,907,912,5224,-14616,2584,8
856,915,911,5996,-14808,2832,8
856,916,913,6636,-13832,2996,8
856,916,912,5296,-15600,2272,8
856,915,912,6348,-14620,3028,8
856,916,911,6192,-16156,1948,8
856,916,911,5028,-17600,1052,8
856,915,911,5924,-16380,1524,8
857,915,911,7680,-13544,6268,8
857,916,911,6944,-14024,5884,8
856,915,892,5956,-15096,4328,8
856,909,912,6472,-14616,1732,8
856,920,911,6500,-15684,2652,8
858,915,911,5944,-16036,2644,8
860,916,912,6048,-15524,3704,8
859,916,912,5920,-15468,4168,8
859,916,914,7036,-15092,4024,8
858,916,913,6476,-15624,1916,8
858,915,912,5460,-14700,-904,8
858,916,912,4676,-15468,228,8
859,916,912,6180,-19368,-1512,8
859,887,912,9268,-12468,2996,8
857,916,912,14992,-8740,1172,8
855,916,911,9328,-13996,100,8
855,916,912,8832,-14572,-2252,8
849,912,912,8140,-15240,1128,8
852,915,912,6868,-14492,1020,8
854,916,916,9264,-13772,984,8
862,916,912,11592,-10128,2964,8
863,916,912,12340,-12976,1712,8
863,918,912,13692,-9468,820,8
859,886,912,12696,-10128,1332,8
858,915,912,9492,-14200,600,8
854,915,912,8912,-14872,4404,8
836,915,912,9272,-12696,2940,8
804,916,912,6652,-14420,1744,8
852,915,912,6728,-14848,388,8
853,917,912,8660,-15132,-212,8
851,915,912,8816,-13988,2104,8
851,916,913,8416,-14348,1588,8
856,915,912,7620,-14584,2820,8
852,888,912,12672,-10176,380,8
832,915,912,11732,-10920,1840,8
851,915,911,12904,-10864,2284,8
851,915,912,11532,-12444,1880,8
849,887,912,9400,-14432,1712,8
849,915,912,8816,-14120,3864,8
849,915,912,10176,-13316,2640,8
849,915,912,9300,-13352,2220,8
851,915,912,7960,-15140,2992,8
851,915,912,9032,-14340,2920,8
851,914,911,8424,-14164,2604,8
847,914,911,8620,-14228,2848,8
852,914,911,8588,-13832,1024,8
854,915,911,8796,-14064,3756,8
854,915,911,10852,-12120,5236,8
856,916,912,14536,-9976,2864,8
854,914,911,12616,-14636,268,8
855,916,912,4736,-18512,-908,8
854,916,912,6084,-15200,1364,8
853,915,912,5932,-15716,976,8
854,915,912,5396,-16256,3080,8
854,916,912,4560,-15276,2200,8
