THUMB,INDEX,MIDDLE,G1,G2,G3,LABEL
832,833,828,11028,-6052,-5184,5
832,833,828,14052,-8552,10712,5
835,836,831,14300,-5148,9632,5
834,836,831,16388,-3608,940,5
834,835,830,15936,-156,-2288,5
834,835,831,16536,-768,-3156,5
833,834,830,16680,-3116,1380,5
834,834,830,17452,-2496,5120,5
836,836,832,13688,-4216,-7560,5
838,838,834,6984,-2036,-15092,5
835,836,832,12256,-2404,-9348,5
829,839,834,19692,-5764,-1964,5
830,838,832,13824,-8212,7024,5
832,837,832,13736,-932,10820,5
817,822,818,15024,-5972,140,5
809,812,808,15816,-4188,-3936,5
789,787,785,16568,-3380,620,5
809,810,806,15200,-4120,-3392,5
809,810,806,15360,-4740,-1220,5
812,813,808,15832,-4896,-2228,5
827,828,824,15972,-4400,392,5
820,822,817,16204,-4808,464,5
825,826,822,15380,-2996,-3572,5
839,840,835,14720,-3292,-4644,5
841,842,839,15036,-3692,-1932,5
867,855,908,14824,-3292,-3556,5
880,859,916,16728,-1936,-4864,5
880,859,916,15872,-1924,-1200,6
881,860,916,15632,-3196,-1980,6
879,858,915,15048,-3628,-3984,6
855,835,889,16444,-5052,2428,6
870,849,905,15688,-3728,-2168,6
857,851,907,15852,-4048,-1904,6
831,847,907,16604,-1196,396,6
828,843,906,14608,-4280,2504,6
824,843,906,15944,-4616,1624,6
828,847,907,15604,-2236,3320,6
829,847,906,17536,-2160,2680,6
833,848,907,15688,-6280,2856,6
836,848,906,16328,-3152,1844,6
841,851,908,16364,-2664,1712,6
839,850,908,16320,-2764,3164,6
835,849,906,16368,-2540,2856,6
845,850,905,16672,-3192,3408,6
859,851,900,16488,-3428,2084,6
845,854,901,13584,-5700,1992,6
844,849,897,15548,-6384,1084,6
848,852,899,15464,-5592,788,6
854,855,901,14592,-4556,3828,6
849,849,897,15648,-5400,5016,6
877,850,897,15636,-3744,4572,6
873,850,896,15456,-5068,2744,6
870,848,895,17316,-4704,1492,6
873,851,897,16260,-1200,3424,6
881,858,905,16568,-2232,2072,6
856,834,880,16720,-3112,2152,6
867,845,892,16212,-2996,1340,6
864,841,890,16184,-2256,-148,6
861,838,886,17084,-1572,-1008,6
871,848,896,16936,-340,1796,6
868,846,893,17044,-1164,984,6
869,845,893,17284,-1440,-1000,6
863,838,888,16004,-800,-376,6
852,829,877,18452,48,1236,6
853,831,878,16400,-2652,1980,6
856,833,878,15412,-4784,576,6
862,840,885,16688,-3360,-452,6
861,839,885,16612,-2892,256,6
862,838,885,16996,-4896,-1640,6
866,839,885,17460,-3120,1924,6
872,844,890,16944,-3832,1956,6
870,844,890,15752,-3740,1056,6
876,847,892,15716,-2884,2812,6
872,847,893,16728,-2596,2424,6
879,852,898,16272,-1856,2532,6
880,852,898,16548,-2516,2492,6
880,853,899,16884,-3020,1224,6
882,854,901,17220,-2240,1016,6
858,833,875,18656,652,576,6
892,863,909,12388,1424,-10016,6
890,862,910,14584,-1024,-4644,6
889,862,909,17336,-4320,-2696,6
885,863,909,16472,204,100,6
891,864,911,18692,-1184,-792,6
891,865,912,15328,1496,-4144,6
891,864,911,16568,-1992,-3364,6
891,864,912,15840,-760,-4436,6
890,863,911,16348,-6212,444,6
890,864,911,15516,-2240,2564,6
894,868,911,16972,-6476,-212,6
889,860,907,17280,-3832,1104,6
887,860,906,17400,-7176,1280,6
887,860,905,18532,-4264,3712,6
886,860,905,15496,-2536,348,6
889,859,904,15568,-3412,980,6
885,857,901,17420,-2920,5600,6
890,863,910,16248,-3660,4056,6
889,863,906,16644,-3884,6872,6
877,851,894,9352,-6288,13744,6
871,845,888,12976,-5208,12104,6
861,836,879,13172,-4020,12048,6
871,845,888,15160,-11744,10300,6
887,860,905,17264,-2560,-2764,6
871,843,888,16664,-1784,-6748,6
866,839,883,15344,-1008,-4472,6
877,850,894,15592,-1668,-4940,6
893,866,911,14568,-1788,-5032,6
893,866,911,15508,-3196,-4816,6
894,866,910,15872,-616,-3572,6
894,867,910,15932,-2516,-3288,6
894,866,910,16316,-3112,-1932,6
893,867,910,15960,-1688,-968,6
889,864,904,17508,-3064,1108,6
897,871,912,16560,-2292,516,6
897,871,912,16248,-1092,3552,6
895,870,912,16760,-3044,3968,6
896,870,912,16480,-2932,4392,6
896,870,912,16088,-2912,4988,6
895,870,911,16140,-3248,4844,6
896,870,912,15940,-3092,5808,6
898,872,914,16200,-3492,5072,6
896,870,912,15384,-3196,4252,6
896,871,913,13432,-2904,3644,6
892,866,910,14068,-4220,9296,6
890,863,911,14520,3408,12880,6
889,863,911,13968,-712,10064,6
889,863,910,14372,-1160,10076,6
889,862,910,14472,-1420,8836,6
889,862,910,14536,-1508,9992,6
889,863,909,14540,-4940,4548,6
891,866,909,18916,-1108,1940,6
897,873,915,17288,-5792,-2880,6
891,864,909,14752,-624,-1648,6
891,865,908,15228,1632,-4888,6
890,862,907,9000,4596,-11220,6
892,863,908,9232,8988,-9440,6
890,856,908,10084,9588,-8004,6
891,863,908,6756,1772,-12024,6
886,862,906,18980,868,-1340,6
884,859,908,14788,-4072,10108,6
881,859,907,14816,-2000,8548,6
882,859,907,14880,-4024,7908,6
884,861,878,17340,-2844,2192,6
886,863,907,17364,300,-1532,6
888,864,907,14760,-4748,-304,6
888,863,906,17124,-3036,484,6
887,914,832,15132,-4340,2896,7
858,908,845,15272,-416,4604,7
858,908,850,16264,-2576,6488,7
858,910,853,15916,-4340,4900,7
846,909,851,15604,-2416,2064,7
856,909,854,13468,-5120,3796,7
856,908,853,15308,-6360,3608,7
861,909,853,18536,-5320,6548,7
862,911,853,15468,116,3280,7
866,916,832,15684,-3752,6924,7
864,918,850,15988,-2864,4916,7
861,918,848,16592,392,8504,7
878,918,846,14888,-2768,7692,7
867,917,850,15588,-720,7968,7
866,918,856,15148,-5132,7104,7
867,918,855,15964,-3276,4292,7
868,918,856,16272,-3236,3940,7
857,917,856,16224,-2968,-240,7
869,917,856,17004,-3432,-3780,7
868,917,856,16464,-7044,5644,7
868,916,848,16452,-2324,6852,7
868,917,854,16688,-1096,8300,7
869,917,856,15120,-5360,6572,7
870,917,834,13848,-6580,2116,7
870,917,853,17788,-1044,652,7
870,918,856,16476,-2332,-596,7
870,918,855,13096,320,-9848,7
872,918,854,14620,1132,-5084,7
871,917,856,16080,-5460,800,7
865,917,856,12148,-8804,16020,7
868,917,855,10408,-5128,12928,7
870,917,856,14656,-8852,-724,7
870,917,856,17504,1980,6140,7
869,900,855,9168,-13068,6236,7
871,918,858,2208,-19780,6584,7
872,919,858,7672,-17612,9264,7
873,920,860,16824,4620,2728,7
871,918,859,15952,4492,2272,7
868,916,856,9888,-6472,4344,7
866,916,857,10504,-11836,5100,7
868,920,858,15360,-1208,5400,7
859,918,857,15488,1016,5360,7
871,918,858,5544,-17856,2912,7
850,918,856,17076,-6984,2324,7
866,918,854,16032,2876,2612,7
868,918,857,11128,-6844,6812,7
871,918,857,8728,-13488,4068,7
866,918,856,13668,4808,3276,7
